date,source,device,campaign,impressions,clicks,leads,qualified_leads,customers,spend_pkr
2024-02-23,Organic Search,Tablet,Organic Search / Tablet,85,28,9,1,0,980.0
2024-02-23,Paid Social,Desktop,Paid Social / Desktop,241,80,28,2,1,8400.0
2024-02-23,Paid Social,Mobile,Paid Social / Mobile,472,122,38,3,1,12810.0
2024-02-23,Paid Social,Tablet,Paid Social / Tablet,85,24,10,1,0,2520.0
2024-02-23,Email,Desktop,Email / Desktop,103,60,20,4,1,2880.0
2024-02-23,Email,Mobile,Email / Mobile,200,78,24,4,2,3744.0
2024-02-23,Email,Tablet,Email / Tablet,34,16,6,1,0,768.0
2024-02-23,Display,Desktop,Display / Desktop,251,66,19,1,0,4488.0
2024-02-23,Display,Mobile,Display / Mobile,379,69,22,3,1,4692.0
2024-02-23,Display,Tablet,Display / Tablet,59,12,3,0,0,816.0
2024-02-24,Paid Search,Desktop,Paid Search / Desktop,398,166,83,12,4,28220.0
2024-02-24,Paid Search,Mobile,Paid Search / Mobile,478,149,63,13,6,25330.0
2024-02-24,Paid Search,Tablet,Paid Search / Tablet,99,33,12,2,1,5610.0
2024-02-24,Organic Search,Desktop,Organic Search / Desktop,206,79,28,3,1,2765.0
2024-02-24,Organic Search,Mobile,Organic Search / Mobile,483,122,46,7,3,4270.0
2024-02-24,Organic Search,Tablet,Organic Search / Tablet,64,21,9,1,0,735.0
2024-02-24,Paid Social,Desktop,Paid Social / Desktop,246,85,26,3,1,8925.0
2024-02-24,Paid Social,Mobile,Paid Social / Mobile,531,120,40,5,2,12600.0
2024-02-24,Paid Social,Tablet,Paid Social / Tablet,78,23,7,1,0,2415.0
2024-02-24,Email,Desktop,Email / Desktop,130,65,26,4,2,3120.0
2024-02-24,Email,Mobile,Email / Mobile,153,56,21,5,2,2688.0
2024-02-24,Email,Tablet,Email / Tablet,32,14,5,1,1,672.0
2024-02-24,Display,Desktop,Display / Desktop,242,72,23,3,1,4896.0
2024-02-24,Display,Mobile,Display / Mobile,287,61,19,2,0,4148.0
2024-02-24,Display,Tablet,Display / Tablet,70,17,5,0,0,1156.0
2024-02-25,Paid Search,Desktop,Paid Search / Desktop,401,166,57,10,4,28220.0
2024-02-25,Paid Search,Mobile,Paid Search / Mobile,671,192,69,10,3,32640.0
2024-02-25,Paid Search,Tablet,Paid Search / Tablet,132,45,18,3,1,7650.0
2024-02-25,Organic Search,Desktop,Organic Search / Desktop,306,125,46,5,2,4375.0
2024-02-25,Organic Search,Mobile,Organic Search / Mobile,452,126,47,7,2,4410.0
2024-02-25,Organic Search,Tablet,Organic Search / Tablet,70,20,7,1,0,700.0
2024-02-25,Paid Social,Desktop,Paid Social / Desktop,320,117,45,6,2,12285.0
2024-02-25,Paid Social,Mobile,Paid Social / Mobile,418,98,36,4,1,10290.0
2024-02-25,Paid Social,Tablet,Paid Social / Tablet,95,28,8,1,0,2940.0
2024-02-25,Email,Desktop,Email / Desktop,103,59,23,5,2,2832.0
2024-02-25,Email,Mobile,Email / Mobile,159,53,21,5,2,2544.0
2024-02-25,Email,Tablet,Email / Tablet,24,10,4,1,0,480.0
2024-02-25,Display,Desktop,Display / Desktop,227,69,24,2,1,4692.0
2024-02-25,Display,Mobile,Display / Mobile,275,58,20,2,1,3944.0
2024-02-25,Display,Tablet,Display / Tablet,69,14,5,1,0,952.0
2024-02-26,Paid Search,Desktop,Paid Search / Desktop,451,203,78,15,4,34510.0
2024-02-26,Paid Search,Mobile,Paid Search / Mobile,690,194,92,16,5,32980.0
2024-02-26,Paid Search,Tablet,Paid Search / Tablet,108,37,15,3,1,6290.0
2024-02-26,Organic Search,Desktop,Organic Search / Desktop,203,82,33,4,1,2870.0
2024-02-26,Organic Search,Mobile,Organic Search / Mobile,370,108,43,6,2,3780.0
2024-02-26,Organic Search,Tablet,Organic Search / Tablet,60,16,6,1,0,560.0
2024-02-26,Paid Social,Desktop,Paid Social / Desktop,368,141,42,3,1,14805.0
2024-02-26,Paid Social,Mobile,Paid Social / Mobile,350,76,31,4,1,7980.0
2024-02-26,Paid Social,Tablet,Paid Social / Tablet,81,24,7,1,0,2520.0
2024-02-26,Email,Desktop,Email / Desktop,97,50,15,3,2,2400.0
2024-02-26,Email,Mobile,Email / Mobile,186,71,26,5,2,3408.0
2024-02-26,Email,Tablet,Email / Tablet,34,12,4,1,0,576.0
2024-02-26,Display,Desktop,Display / Desktop,251,62,19,1,0,4216.0
2024-02-26,Display,Mobile,Display / Mobile,238,45,14,2,1,3060.0
2024-02-26,Display,Tablet,Display / Tablet,67,15,4,0,0,1020.0
2024-02-27,Paid Search,Desktop,Paid Search / Desktop,310,125,62,10,4,21250.0
2024-02-27,Paid Search,Mobile,Paid Search / Mobile,686,187,92,15,7,31790.0
2024-02-27,Paid Search,Tablet,Paid Search / Tablet,85,28,12,1,0,4760.0
2024-02-27,Organic Search,Desktop,Organic Search / Desktop,307,118,39,5,2,4130.0
2024-02-27,Organic Search,Mobile,Organic Search / Mobile,336,91,33,5,2,3185.0
2024-02-27,Organic Search,Tablet,Organic Search / Tablet,83,26,10,2,1,910.0
2024-02-27,Paid Social,Desktop,Paid Social / Desktop,345,114,33,4,1,11970.0
2024-02-27,Paid Social,Mobile,Paid Social / Mobile,559,144,40,4,1,15120.0
2024-02-27,Paid Social,Tablet,Paid Social / Tablet,103,24,7,1,0,2520.0
2024-02-27,Email,Desktop,Email / Desktop,130,73,22,5,2,3504.0
2024-02-27,Email,Mobile,Email / Mobile,193,77,27,4,1,3696.0
2024-02-27,Email,Tablet,Email / Tablet,25,10,3,1,0,480.0
2024-02-27,Display,Desktop,Display / Desktop,172,42,11,1,0,2856.0
2024-02-27,Display,Mobile,Display / Mobile,310,56,19,1,0,3808.0
2024-02-27,Display,Tablet,Display / Tablet,56,13,4,0,0,884.0
2024-02-28,Paid Search,Desktop,Paid Search / Desktop,352,139,49,10,4,23630.0
2024-02-28,Paid Search,Mobile,Paid Search / Mobile,638,184,70,13,6,31280.0
2024-02-28,Paid Search,Tablet,Paid Search / Tablet,127,36,15,2,1,6120.0
2024-02-28,Organic Search,Desktop,Organic Search / Desktop,283,95,31,4,2,3325.0
2024-02-28,Organic Search,Mobile,Organic Search / Mobile,294,69,26,5,2,2415.0
2024-02-28,Organic Search,Tablet,Organic Search / Tablet,90,24,9,1,0,840.0
2024-02-28,Paid Social,Desktop,Paid Social / Desktop,352,126,50,6,2,13230.0
2024-02-28,Paid Social,Mobile,Paid Social / Mobile,533,141,39,4,2,14805.0
2024-02-28,Paid Social,Tablet,Paid Social / Tablet,97,27,8,1,0,2835.0
2024-02-28,Email,Desktop,Email / Desktop,136,68,21,4,2,3264.0
2024-02-28,Email,Mobile,Email / Mobile,174,62,25,4,2,2976.0
2024-02-28,Email,Tablet,Email / Tablet,28,10,3,1,0,480.0
2024-02-28,Display,Desktop,Display / Desktop,211,58,17,1,0,3944.0
2024-02-28,Display,Mobile,Display / Mobile,304,57,17,1,0,3876.0
2024-02-28,Display,Tablet,Display / Tablet,69,14,4,0,0,952.0
2024-02-29,Paid Search,Desktop,Paid Search / Desktop,382,146,66,10,3,24820.0
2024-02-29,Paid Search,Mobile,Paid Search / Mobile,711,214,92,13,6,36380.0
2024-02-29,Paid Search,Tablet,Paid Search / Tablet,120,39,16,2,1,6630.0
2024-02-29,Organic Search,Desktop,Organic Search / Desktop,285,117,42,7,2,4095.0
2024-02-29,Organic Search,Mobile,Organic Search / Mobile,436,121,44,8,2,4235.0
2024-02-29,Organic Search,Tablet,Organic Search / Tablet,73,20,7,1,0,700.0
2024-02-29,Paid Social,Desktop,Paid Social / Desktop,245,88,30,2,1,9240.0
2024-02-29,Paid Social,Mobile,Paid Social / Mobile,422,95,31,3,1,9975.0
2024-02-29,Paid Social,Tablet,Paid Social / Tablet,93,25,8,1,0,2625.0
2024-02-29,Email,Desktop,Email / Desktop,131,64,28,5,2,3072.0
2024-02-29,Email,Mobile,Email / Mobile,196,78,26,5,3,3744.0
2024-02-29,Email,Tablet,Email / Tablet,38,16,7,1,0,768.0
2024-02-29,Display,Desktop,Display / Desktop,227,58,17,2,1,3944.0
2024-02-29,Display,Mobile,Display / Mobile,339,58,15,1,0,3944.0
2024-02-29,Display,Tablet,Display / Tablet,45,9,2,0,0,612.0
2024-03-01,Paid Search,Desktop,Paid Search / Desktop,435,188,70,11,5,31960.0
2024-03-01,Paid Search,Mobile,Paid Search / Mobile,589,156,54,7,3,26520.0
2024-03-01,Paid Search,Tablet,Paid Search / Tablet,98,34,15,2,1,5780.0
2024-03-01,Organic Search,Desktop,Organic Search / Desktop,271,97,33,5,2,3395.0
2024-03-01,Organic Search,Mobile,Organic Search / Mobile,366,89,29,4,1,3115.0
2024-03-01,Organic Search,Tablet,Organic Search / Tablet,88,24,8,1,0,840.0
2024-03-01,Paid Social,Desktop,Paid Social / Desktop,266,92,29,3,1,9660.0
2024-03-01,Paid Social,Mobile,Paid Social / Mobile,574,123,39,4,2,12915.0
2024-03-01,Paid Social,Tablet,Paid Social / Tablet,96,28,9,1,0,2940.0
2024-03-01,Email,Desktop,Email / Desktop,132,64,29,6,3,3072.0
2024-03-01,Email,Mobile,Email / Mobile,146,53,18,4,2,2544.0
2024-03-01,Email,Tablet,Email / Tablet,27,12,5,1,1,576.0
2024-03-01,Display,Desktop,Display / Desktop,212,66,18,1,0,4488.0
2024-03-01,Display,Mobile,Display / Mobile,313,61,18,1,0,4148.0
2024-03-01,Display,Tablet,Display / Tablet,59,14,4,0,0,952.0
2024-03-02,Paid Search,Desktop,Paid Search / Desktop,326,117,56,11,5,19890.0
2024-03-02,Paid Search,Mobile,Paid Search / Mobile,678,203,82,10,4,34510.0
2024-03-02,Paid Search,Tablet,Paid Search / Tablet,131,46,21,4,1,7820.0
2024-03-02,Organic Search,Desktop,Organic Search / Desktop,315,108,46,8,3,3780.0
2024-03-02,Organic Search,Mobile,Organic Search / Mobile,302,81,37,5,2,2835.0
2024-03-02,Organic Search,Tablet,Organic Search / Tablet,78,22,9,1,0,770.0
2024-03-02,Paid Social,Desktop,Paid Social / Desktop,256,89,33,4,1,9345.0
2024-03-02,Paid Social,Mobile,Paid Social / Mobile,476,127,42,5,1,13335.0
2024-03-02,Paid Social,Tablet,Paid Social / Tablet,66,17,7,1,0,1785.0
2024-03-02,Email,Desktop,Email / Desktop,102,48,19,4,2,2304.0
2024-03-02,Email,Mobile,Email / Mobile,169,62,20,5,2,2976.0
2024-03-02,Email,Tablet,Email / Tablet,33,13,5,1,0,624.0
2024-03-02,Display,Desktop,Display / Desktop,212,60,19,2,1,4080.0
2024-03-02,Display,Mobile,Display / Mobile,271,55,17,2,1,3740.0
2024-03-02,Display,Tablet,Display / Tablet,65,13,4,0,0,884.0
2024-03-03,Paid Search,Desktop,Paid Search / Desktop,361,152,52,7,3,25840.0
2024-03-03,Paid Search,Mobile,Paid Search / Mobile,568,180,75,12,5,30600.0
2024-03-03,Paid Search,Tablet,Paid Search / Tablet,106,34,15,3,1,5780.0
2024-03-03,Organic Search,Desktop,Organic Search / Desktop,303,117,48,5,2,4095.0
2024-03-03,Organic Search,Mobile,Organic Search / Mobile,355,97,40,7,3,3395.0
2024-03-03,Organic Search,Tablet,Organic Search / Tablet,71,22,7,1,0,770.0
2024-03-03,Paid Social,Desktop,Paid Social / Desktop,258,81,31,4,2,8505.0
2024-03-03,Paid Social,Mobile,Paid Social / Mobile,512,139,46,4,2,14595.0
2024-03-03,Paid Social,Tablet,Paid Social / Tablet,74,19,8,1,0,1995.0
2024-03-03,Email,Desktop,Email / Desktop,93,47,15,4,2,2256.0
2024-03-03,Email,Mobile,Email / Mobile,154,58,26,5,2,2784.0
2024-03-03,Email,Tablet,Email / Tablet,37,13,6,1,0,624.0
2024-03-03,Display,Desktop,Display / Desktop,249,63,18,2,1,4284.0
2024-03-03,Display,Mobile,Display / Mobile,267,54,17,2,1,3672.0
2024-03-03,Display,Tablet,Display / Tablet,62,14,4,0,0,952.0
2024-03-04,Paid Search,Desktop,Paid Search / Desktop,345,139,51,9,3,23630.0
2024-03-04,Paid Search,Mobile,Paid Search / Mobile,584,168,57,11,3,28560.0
2024-03-04,Paid Search,Tablet,Paid Search / Tablet,106,37,13,2,1,6290.0
2024-03-04,Organic Search,Desktop,Organic Search / Desktop,254,101,33,4,2,3535.0
2024-03-04,Organic Search,Mobile,Organic Search / Mobile,431,122,48,7,3,4270.0
2024-03-04,Organic Search,Tablet,Organic Search / Tablet,84,27,12,2,1,945.0
2024-03-04,Paid Social,Desktop,Paid Social / Desktop,269,81,32,4,1,8505.0
2024-03-04,Paid Social,Mobile,Paid Social / Mobile,437,107,38,4,1,11235.0
2024-03-04,Paid Social,Tablet,Paid Social / Tablet,88,26,8,1,0,2730.0
2024-03-04,Email,Desktop,Email / Desktop,118,55,19,4,2,2640.0
2024-03-04,Email,Mobile,Email / Mobile,191,64,29,6,2,3072.0
2024-03-04,Email,Tablet,Email / Tablet,37,15,6,1,1,720.0
2024-03-04,Display,Desktop,Display / Desktop,257,68,20,1,0,4624.0
2024-03-04,Display,Mobile,Display / Mobile,349,75,24,3,1,5100.0
2024-03-04,Display,Tablet,Display / Tablet,72,14,3,0,0,952.0
2024-03-05,Paid Search,Desktop,Paid Search / Desktop,428,167,71,14,5,28390.0
2024-03-05,Paid Search,Mobile,Paid Search / Mobile,605,187,84,13,6,31790.0
2024-03-05,Paid Search,Tablet,Paid Search / Tablet,97,30,13,2,1,5100.0
2024-03-05,Organic Search,Desktop,Organic Search / Desktop,257,97,41,7,2,3395.0
2024-03-05,Organic Search,Mobile,Organic Search / Mobile,459,120,53,6,3,4200.0
2024-03-05,Organic Search,Tablet,Organic Search / Tablet,72,22,7,1,0,770.0
2024-03-05,Paid Social,Desktop,Paid Social / Desktop,275,95,29,3,1,9975.0
2024-03-05,Paid Social,Mobile,Paid Social / Mobile,433,118,42,4,1,12390.0
2024-03-05,Paid Social,Tablet,Paid Social / Tablet,97,23,9,1,0,2415.0
2024-03-05,Email,Desktop,Email / Desktop,116,60,26,5,2,2880.0
2024-03-05,Email,Mobile,Email / Mobile,165,67,23,6,3,3216.0
2024-03-05,Email,Tablet,Email / Tablet,30,13,4,1,0,624.0
2024-03-05,Display,Desktop,Display / Desktop,158,49,13,1,0,3332.0
2024-03-05,Display,Mobile,Display / Mobile,313,69,19,2,1,4692.0
2024-03-05,Display,Tablet,Display / Tablet,66,13,4,0,0,884.0
2024-03-06,Paid Search,Desktop,Paid Search / Desktop,421,188,87,11,4,31960.0
2024-03-06,Paid Search,Mobile,Paid Search / Mobile,439,135,49,10,4,22950.0
2024-03-06,Paid Search,Tablet,Paid Search / Tablet,99,29,14,2,1,4930.0
2024-03-06,Organic Search,Desktop,Organic Search / Desktop,249,81,25,4,1,2835.0
2024-03-06,Organic Search,Mobile,Organic Search / Mobile,425,116,38,5,2,4060.0
2024-03-06,Organic Search,Tablet,Organic Search / Tablet,61,20,8,1,0,700.0
2024-03-06,Paid Social,Desktop,Paid Social / Desktop,295,110,39,3,1,11550.0
2024-03-06,Paid Social,Mobile,Paid Social / Mobile,374,86,31,2,1,9030.0
2024-03-06,Paid Social,Tablet,Paid Social / Tablet,106,27,8,1,0,2835.0
2024-03-06,Email,Desktop,Email / Desktop,132,77,33,8,4,3696.0
2024-03-06,Email,Mobile,Email / Mobile,132,55,20,4,2,2640.0
2024-03-06,Email,Tablet,Email / Tablet,29,13,5,1,0,624.0
2024-03-06,Display,Desktop,Display / Desktop,249,60,15,1,0,4080.0
2024-03-06,Display,Mobile,Display / Mobile,377,69,21,2,1,4692.0
2024-03-06,Display,Tablet,Display / Tablet,50,11,3,0,0,748.0
2024-03-07,Paid Search,Desktop,Paid Search / Desktop,405,184,69,11,5,31280.0
2024-03-07,Paid Search,Mobile,Paid Search / Mobile,463,121,49,8,3,20570.0
2024-03-07,Paid Search,Tablet,Paid Search / Tablet,91,32,15,3,1,5440.0
2024-03-07,Organic Search,Desktop,Organic Search / Desktop,228,75,31,3,1,2625.0
2024-03-07,Organic Search,Mobile,Organic Search / Mobile,436,102,32,4,2,3570.0
2024-03-07,Organic Search,Tablet,Organic Search / Tablet,55,17,8,1,0,595.0
2024-03-07,Paid Social,Desktop,Paid Social / Desktop,381,117,37,3,1,12285.0
2024-03-07,Paid Social,Mobile,Paid Social / Mobile,507,122,39,3,1,12810.0
2024-03-07,Paid Social,Tablet,Paid Social / Tablet,101,29,9,1,0,3045.0
2024-03-07,Email,Desktop,Email / Desktop,117,59,25,5,2,2832.0
2024-03-07,Email,Mobile,Email / Mobile,143,57,18,3,2,2736.0
2024-03-07,Email,Tablet,Email / Tablet,23,11,3,1,0,528.0
2024-03-07,Display,Desktop,Display / Desktop,261,73,23,2,1,4964.0
2024-03-07,Display,Mobile,Display / Mobile,354,68,20,2,1,4624.0
2024-03-07,Display,Tablet,Display / Tablet,51,12,3,0,0,816.0
2024-03-08,Paid Search,Desktop,Paid Search / Desktop,363,148,63,12,4,25160.0
2024-03-08,Paid Search,Mobile,Paid Search / Mobile,581,168,76,12,4,28560.0
2024-03-08,Paid Search,Tablet,Paid Search / Tablet,87,26,10,2,1,4420.0
2024-03-08,Organic Search,Desktop,Organic Search / Desktop,230,97,34,6,2,3395.0
2024-03-08,Organic Search,Mobile,Organic Search / Mobile,331,86,37,6,2,3010.0
2024-03-08,Organic Search,Tablet,Organic Search / Tablet,74,24,10,2,1,840.0
2024-03-08,Paid Social,Desktop,Paid Social / Desktop,350,121,45,5,2,12705.0
2024-03-08,Paid Social,Mobile,Paid Social / Mobile,545,138,56,6,2,14490.0
2024-03-08,Paid Social,Tablet,Paid Social / Tablet,98,25,9,1,0,2625.0
2024-03-08,Email,Desktop,Email / Desktop,84,48,21,3,1,2304.0
2024-03-08,Email,Mobile,Email / Mobile,142,50,16,4,2,2400.0
2024-03-08,Email,Tablet,Email / Tablet,26,12,5,1,0,576.0
2024-03-08,Display,Desktop,Display / Desktop,212,63,17,2,1,4284.0
2024-03-08,Display,Mobile,Display / Mobile,334,68,20,1,0,4624.0
2024-03-08,Display,Tablet,Display / Tablet,52,11,3,0,0,748.0
2024-03-09,Paid Search,Desktop,Paid Search / Desktop,363,142,61,8,3,24140.0
2024-03-09,Paid Search,Mobile,Paid Search / Mobile,653,174,83,15,6,29580.0
2024-03-09,Paid Search,Tablet,Paid Search / Tablet,105,35,17,3,1,5950.0
2024-03-09,Organic Search,Desktop,Organic Search / Desktop,210,75,31,5,2,2625.0
2024-03-09,Organic Search,Mobile,Organic Search / Mobile,444,120,50,6,3,4200.0
2024-03-09,Organic Search,Tablet,Organic Search / Tablet,57,15,5,1,0,525.0
2024-03-09,Paid Social,Desktop,Paid Social / Desktop,325,117,44,4,2,12285.0
2024-03-09,Paid Social,Mobile,Paid Social / Mobile,520,140,50,6,2,14700.0
2024-03-09,Paid Social,Tablet,Paid Social / Tablet,83,21,8,1,0,2205.0
2024-03-09,Email,Desktop,Email / Desktop,134,65,24,6,2,3120.0
2024-03-09,Email,Mobile,Email / Mobile,130,44,15,4,2,2112.0
2024-03-09,Email,Tablet,Email / Tablet,32,13,6,1,0,624.0
2024-03-09,Display,Desktop,Display / Desktop,169,51,17,2,1,3468.0
2024-03-09,Display,Mobile,Display / Mobile,346,60,16,2,1,4080.0
2024-03-09,Display,Tablet,Display / Tablet,70,14,4,0,0,952.0
2024-03-10,Paid Search,Desktop,Paid Search / Desktop,452,197,78,10,3,33490.0
2024-03-10,Paid Search,Mobile,Paid Search / Mobile,629,159,65,8,3,27030.0
2024-03-10,Paid Search,Tablet,Paid Search / Tablet,93,34,15,3,1,5780.0
2024-03-10,Organic Search,Desktop,Organic Search / Desktop,227,78,26,5,2,2730.0
2024-03-10,Organic Search,Mobile,Organic Search / Mobile,393,101,37,4,1,3535.0
2024-03-10,Organic Search,Tablet,Organic Search / Tablet,71,18,6,1,0,630.0
2024-03-10,Paid Social,Desktop,Paid Social / Desktop,275,98,38,4,1,10290.0
2024-03-10,Paid Social,Mobile,Paid Social / Mobile,371,87,34,3,1,9135.0
2024-03-10,Paid Social,Tablet,Paid Social / Tablet,105,31,11,1,0,3255.0
2024-03-10,Email,Desktop,Email / Desktop,92,55,18,3,1,2640.0
2024-03-10,Email,Mobile,Email / Mobile,152,62,26,5,2,2976.0
2024-03-10,Email,Tablet,Email / Tablet,28,11,4,1,0,528.0
2024-03-10,Display,Desktop,Display / Desktop,247,65,16,1,0,4420.0
2024-03-10,Display,Mobile,Display / Mobile,379,71,22,2,1,4828.0
2024-03-10,Display,Tablet,Display / Tablet,55,13,4,0,0,884.0
2024-03-11,Paid Search,Desktop,Paid Search / Desktop,303,110,54,11,4,18700.0
2024-03-11,Paid Search,Mobile,Paid Search / Mobile,596,186,93,15,5,31620.0
2024-03-11,Paid Search,Tablet,Paid Search / Tablet,108,36,18,2,1,6120.0
2024-03-11,Organic Search,Desktop,Organic Search / Desktop,198,68,31,5,2,2380.0
2024-03-11,Organic Search,Mobile,Organic Search / Mobile,415,97,32,5,2,3395.0
2024-03-11,Organic Search,Tablet,Organic Search / Tablet,66,20,8,1,0,700.0
2024-03-11,Paid Social,Desktop,Paid Social / Desktop,288,110,38,5,2,11550.0
2024-03-11,Paid Social,Mobile,Paid Social / Mobile,512,138,45,5,2,14490.0
2024-03-11,Paid Social,Tablet,Paid Social / Tablet,101,28,11,1,0,2940.0
2024-03-11,Email,Desktop,Email / Desktop,87,50,20,5,2,2400.0
2024-03-11,Email,Mobile,Email / Mobile,156,62,21,5,2,2976.0
2024-03-11,Email,Tablet,Email / Tablet,29,12,5,1,0,576.0
2024-03-11,Display,Desktop,Display / Desktop,161,45,12,1,0,3060.0
2024-03-11,Display,Mobile,Display / Mobile,299,53,17,1,0,3604.0
2024-03-11,Display,Tablet,Display / Tablet,50,12,4,0,0,816.0
2024-03-12,Paid Search,Desktop,Paid Search / Desktop,324,134,56,9,3,22780.0
2024-03-12,Paid Search,Mobile,Paid Search / Mobile,540,167,57,12,6,28390.0
2024-03-12,Paid Search,Tablet,Paid Search / Tablet,85,30,12,2,1,5100.0
2024-03-12,Organic Search,Desktop,Organic Search / Desktop,220,84,34,4,1,2940.0
2024-03-12,Organic Search,Mobile,Organic Search / Mobile,483,121,37,6,3,4235.0
2024-03-12,Organic Search,Tablet,Organic Search / Tablet,84,22,7,1,0,770.0
2024-03-12,Paid Social,Desktop,Paid Social / Desktop,318,97,36,3,1,10185.0
2024-03-12,Paid Social,Mobile,Paid Social / Mobile,353,80,32,3,1,8400.0
2024-03-12,Paid Social,Tablet,Paid Social / Tablet,98,30,8,1,0,3150.0
2024-03-12,Email,Desktop,Email / Desktop,83,47,17,3,1,2256.0
2024-03-12,Email,Mobile,Email / Mobile,125,49,21,5,2,2352.0
2024-03-12,Email,Tablet,Email / Tablet,38,16,7,1,0,768.0
2024-03-12,Display,Desktop,Display / Desktop,206,54,15,1,0,3672.0
2024-03-12,Display,Mobile,Display / Mobile,269,57,16,1,0,3876.0
2024-03-12,Display,Tablet,Display / Tablet,73,16,5,0,0,1088.0
2024-03-13,Paid Search,Desktop,Paid Search / Desktop,338,121,46,7,3,20570.0
2024-03-13,Paid Search,Mobile,Paid Search / Mobile,680,183,90,16,8,31110.0
2024-03-13,Paid Search,Tablet,Paid Search / Tablet,85,26,10,2,1,4420.0
2024-03-13,Organic Search,Desktop,Organic Search / Desktop,249,89,39,5,2,3115.0
2024-03-13,Organic Search,Mobile,Organic Search / Mobile,336,97,37,5,2,3395.0
2024-03-13,Organic Search,Tablet,Organic Search / Tablet,78,23,8,1,0,805.0
2024-03-13,Paid Social,Desktop,Paid Social / Desktop,331,126,45,4,1,13230.0
2024-03-13,Paid Social,Mobile,Paid Social / Mobile,479,118,42,4,2,12390.0
2024-03-13,Paid Social,Tablet,Paid Social / Tablet,101,25,7,1,0,2625.0
2024-03-13,Email,Desktop,Email / Desktop,113,56,25,4,1,2688.0
2024-03-13,Email,Mobile,Email / Mobile,143,47,19,4,2,2256.0
2024-03-13,Email,Tablet,Email / Tablet,24,11,4,1,1,528.0
2024-03-13,Display,Desktop,Display / Desktop,246,75,19,2,1,5100.0
2024-03-13,Display,Mobile,Display / Mobile,351,66,17,1,0,4488.0
2024-03-13,Display,Tablet,Display / Tablet,73,18,6,0,0,1224.0
2024-03-14,Paid Search,Desktop,Paid Search / Desktop,287,112,50,7,2,19040.0
2024-03-14,Paid Search,Mobile,Paid Search / Mobile,551,153,65,12,5,26010.0
2024-03-14,Paid Search,Tablet,Paid Search / Tablet,111,40,14,2,1,6800.0
2024-03-14,Organic Search,Desktop,Organic Search / Desktop,197,74,32,4,1,2590.0
2024-03-14,Organic Search,Mobile,Organic Search / Mobile,316,85,38,4,1,2975.0
2024-03-14,Organic Search,Tablet,Organic Search / Tablet,80,21,8,1,0,735.0
2024-03-14,Paid Social,Desktop,Paid Social / Desktop,243,76,24,2,1,7980.0
2024-03-14,Paid Social,Mobile,Paid Social / Mobile,528,118,35,4,1,12390.0
2024-03-14,Paid Social,Tablet,Paid Social / Tablet,103,26,8,1,0,2730.0
2024-03-14,Email,Desktop,Email / Desktop,83,39,17,3,1,1872.0
2024-03-14,Email,Mobile,Email / Mobile,205,77,32,6,2,3696.0
2024-03-14,Email,Tablet,Email / Tablet,29,12,4,1,0,576.0
2024-03-14,Display,Desktop,Display / Desktop,253,61,20,2,1,4148.0
2024-03-14,Display,Mobile,Display / Mobile,308,54,19,2,1,3672.0
2024-03-14,Display,Tablet,Display / Tablet,61,13,3,0,0,884.0
2024-03-15,Paid Search,Desktop,Paid Search / Desktop,427,164,73,13,6,27880.0
2024-03-15,Paid Search,Mobile,Paid Search / Mobile,601,152,64,9,4,25840.0
2024-03-15,Paid Search,Tablet,Paid Search / Tablet,92,29,12,2,1,4930.0
2024-03-15,Organic Search,Desktop,Organic Search / Desktop,289,106,32,5,2,3710.0
2024-03-15,Organic Search,Mobile,Organic Search / Mobile,357,85,28,3,1,2975.0
2024-03-15,Organic Search,Tablet,Organic Search / Tablet,59,17,7,1,0,595.0
2024-03-15,Paid Social,Desktop,Paid Social / Desktop,344,127,47,5,2,13335.0
2024-03-15,Paid Social,Mobile,Paid Social / Mobile,575,126,48,4,1,13230.0
2024-03-15,Paid Social,Tablet,Paid Social / Tablet,86,20,8,1,0,2100.0
2024-03-15,Email,Desktop,Email / Desktop,106,58,19,4,2,2784.0
2024-03-15,Email,Mobile,Email / Mobile,145,59,25,4,1,2832.0
2024-03-15,Email,Tablet,Email / Tablet,35,15,6,1,0,720.0
2024-03-15,Display,Desktop,Display / Desktop,235,67,21,2,1,4556.0
2024-03-15,Display,Mobile,Display / Mobile,341,62,15,1,0,4216.0
2024-03-15,Display,Tablet,Display / Tablet,60,12,3,0,0,816.0
2024-03-16,Paid Search,Desktop,Paid Search / Desktop,331,146,53,7,3,24820.0
2024-03-16,Paid Search,Mobile,Paid Search / Mobile,560,167,62,8,3,28390.0
2024-03-16,Paid Search,Tablet,Paid Search / Tablet,87,29,14,2,1,4930.0
2024-03-16,Organic Search,Desktop,Organic Search / Desktop,229,84,33,4,1,2940.0
2024-03-16,Organic Search,Mobile,Organic Search / Mobile,400,111,34,4,2,3885.0
2024-03-16,Organic Search,Tablet,Organic Search / Tablet,57,17,7,1,0,595.0
2024-03-16,Paid Social,Desktop,Paid Social / Desktop,299,111,42,5,2,11655.0
2024-03-16,Paid Social,Mobile,Paid Social / Mobile,426,112,32,3,1,11760.0
2024-03-16,Paid Social,Tablet,Paid Social / Tablet,101,26,10,1,0,2730.0
2024-03-16,Email,Desktop,Email / Desktop,101,58,26,6,2,2784.0
2024-03-16,Email,Mobile,Email / Mobile,157,65,22,4,2,3120.0
2024-03-16,Email,Tablet,Email / Tablet,31,13,4,1,1,624.0
